,Genome,Order,Family,Genus,VC,VC Status,Size,VC Subcluster,VC Subcluster Size,Quality,Adj P-value,Topology Confidence Score,Genera in VC,Families in VC,Orders in VC,Genus Confidence Score
159,Arthrobacter~phage~TripleJ,Caudovirales,Siphoviridae,Unassigned,165_0,Clustered,3,VC_165_0,3,0.398,0.99773584,0.3971,2,2,2,1.0
160,Arthrobacter~phage~Wayne,Caudovirales,Siphoviridae,Korravirus,150_0,Clustered,9,VC_150_0,9,0.8454,1.0,0.8454,1,1,1,1.0
161,Arthrobacter~phage~Yang,Caudovirales,Siphoviridae,Yangvirus,163_0,Clustered,4,VC_163_0,4,0.5823,0.99997744,0.5823,4,1,1,1.0
162,Arthrobacter~phage~Zartrosa,Caudovirales,Myoviridae,Marthavirus,146_0,Clustered,9,VC_146_0,9,0.6849,1.0,0.6849,1,1,1,1.0
163,Arthrobacter~phage~vB_ArtM-ArV1,Caudovirales,Myoviridae,Arv1virus,147_0,Clustered,6,VC_147_0,6,0.642,1.0,0.642,2,1,1,1.0
164,Bacillus~phage~0305phi8-36,Caudovirales,Myoviridae,Unassigned,185_0,Clustered/Singleton,1,VC_185_0,1,0.0,1.0,0.0,1,1,1,1.0
165,Bacillus~phage~AR9,Caudovirales,Myoviridae,Unassigned,186_0,Clustered,2,VC_186_0,2,0.8104,0.72985431,0.5915,1,1,1,1.0
166,Bacillus~phage~Aurora,Caudovirales,Podoviridae,Unassigned,187_0,Clustered,4,VC_187_0,4,0.677,0.99976889,0.6769,1,1,1,1.0
167,Bacillus~phage~AvesoBmore,Caudovirales,Myoviridae,B4virus,188_1,Clustered,5,VC_188_1,5,0.1345,0.99999976,0.1345,2,2,1,1.0
168,Bacillus~phage~B4,Caudovirales,Myoviridae,B4virus,188_2,Clustered,2,VC_188_2,2,0.0307,0.93353152,0.0287,1,1,1,1.0
169,Bacillus~phage~B5S,Caudovirales,Myoviridae,B4virus,188_2,Clustered,2,VC_188_2,2,0.0307,0.93353152,0.0287,1,1,1,1.0
170,Bacillus~phage~BCD7,Caudovirales,Myoviridae,Unassigned,196_0,Clustered,2,VC_196_0,2,0.655,0.81445332,0.5335,1,1,1,1.0
171,Bacillus~phage~BCP78,Caudovirales,Myoviridae,Tsarbombavirus,189_10,Clustered,3,VC_189_10,3,0.0815,0.99847548,0.0813,1,1,1,1.0
172,Bacillus~phage~BCP8-2,Caudovirales,Myoviridae,Bc431virus,189_1,Clustered,2,VC_189_1,2,0.0362,0.9451051,0.0342,1,1,1,1.0
173,Bacillus~phage~BCU4,Caudovirales,Myoviridae,Tsarbombavirus,189_10,Clustered,3,VC_189_10,3,0.0815,0.99847548,0.0813,1,1,1,1.0
174,Bacillus~phage~BPS10C,Caudovirales,Herelleviridae,Wphvirus,190_1,Clustered,4,VC_190_1,4,0.0818,0.99919487,0.0817,1,2,1,1.0
175,Bacillus~phage~BPS13,Caudovirales,Myoviridae,Wphvirus,190_1,Clustered,4,VC_190_1,4,0.0818,0.99919487,0.0817,1,2,1,1.0
176,Bacillus~phage~BSP38,Caudovirales,Herelleviridae,Nitunavirus,189_9,Clustered,2,VC_189_9,2,0.0439,0.95245575,0.0418,1,1,1,1.0
177,Bacillus~phage~BalMu-1,Caudovirales,Myoviridae,Unassigned,208_0,Clustered,2,VC_208_0,2,0.0429,0.88501149,0.0379,2,1,1,1.0
178,Bacillus~phage~Bam35c,Kalamavirales,Tectiviridae,Betatectivirus,210_0,Clustered,4,VC_210_0,4,1.0,1.0,1.0,1,1,1,1.0
179,Bacillus~phage~Bastille,Caudovirales,Myoviridae,Bastillevirus,188_0,Clustered,4,VC_188_0,4,0.112,0.99998461,0.112,1,2,1,1.0
180,Bacillus~phage~Bcp1,Caudovirales,Myoviridae,Bc431virus,189_2,Clustered,4,VC_189_2,4,0.1159,0.99997291,0.1159,1,1,1,0.8333
181,Bacillus~phage~Belinda,Caudovirales,Herelleviridae,Wphvirus,190_0,Clustered,12,VC_190_0,12,0.3818,1.0,0.3818,1,2,1,1.0
182,Bacillus~phage~BigBertha,Caudovirales,Myoviridae,B4virus,188_1,Clustered,5,VC_188_1,5,0.1345,0.99999976,0.1345,2,2,1,1.0
183,Bacillus~phage~CAM003,Caudovirales,Myoviridae,Bastillevirus,188_0,Clustered,4,VC_188_0,4,0.112,0.99998461,0.112,1,2,1,1.0
184,Bacillus~phage~CP-51,Caudovirales,Myoviridae,Cp51virus,217_0,Clustered,3,VC_217_0,3,0.6845,0.99225442,0.6792,1,1,1,1.0
185,Bacillus~phage~CampHawk,Caudovirales,Myoviridae,Spo1virus,192_0,Clustered,2,VC_192_0,2,0.328,0.95507566,0.3132,1,1,1,1.0
186,Bacillus~phage~Carmen17,Caudovirales,Siphoviridae,Unassigned,218_0,Clustered,2,VC_218_0,2,0.2477,0.95321722,0.2361,1,1,1,1.0
187,Bacillus~phage~Claudi,Caudovirales,Podoviridae,Unassigned,187_0,Clustered,4,VC_187_0,4,0.677,0.99976889,0.6769,1,1,1,1.0
188,Bacillus~phage~DIGNKC,Caudovirales,Herelleviridae,Wphvirus,190_0,Clustered,12,VC_190_0,12,0.3818,1.0,0.3818,1,2,1,1.0
189,Bacillus~phage~Deep~Blue,Caudovirales,Myoviridae,Bc431virus,189_2,Clustered,4,VC_189_2,4,0.1159,0.99997291,0.1159,1,1,1,0.8333
190,Bacillus~phage~DirtyBetty,Caudovirales,Herelleviridae,Wphvirus,190_0,Clustered,12,VC_190_0,12,0.3818,1.0,0.3818,1,2,1,1.0
191,Bacillus~phage~Eldridge,Caudovirales,Herelleviridae,Unassigned,189_0,Clustered/Singleton,1,VC_189_0,1,0.0,1.0,0.0,1,1,1,1.0
192,Bacillus~phage~Evoli,Caudovirales,Herelleviridae,Bastillevirus,188_0,Clustered,4,VC_188_0,4,0.112,0.99998461,0.112,1,2,1,1.0
193,Bacillus~phage~Eyuki,Caudovirales,Myoviridae,Wphvirus,190_0,Clustered,12,VC_190_0,12,0.3818,1.0,0.3818,1,2,1,1.0
194,Bacillus~phage~Fah,Caudovirales,Siphoviridae,Wbetavirus,212_0,Clustered,3,VC_212_0,3,0.3467,0.99818938,0.346,1,1,1,1.0
195,Bacillus~phage~GIL16c,Kalamavirales,Tectiviridae,Betatectivirus,210_0,Clustered,4,VC_210_0,4,1.0,1.0,1.0,1,1,1,1.0
196,Bacillus~phage~Gamma,Caudovirales,Siphoviridae,Wbetavirus,212_0,Clustered,3,VC_212_0,3,0.3467,0.99818938,0.346,1,1,1,1.0
197,Bacillus~phage~Grass,Caudovirales,Myoviridae,Nit1virus,189_8,Clustered,2,VC_189_8,2,0.0457,0.95225999,0.0436,1,1,1,1.0
198,Bacillus~phage~Hakuna,Caudovirales,Myoviridae,Wphvirus,190_0,Clustered,12,VC_190_0,12,0.3818,1.0,0.3818,1,2,1,1.0
199,Bacillus~phage~Hoody~T,Caudovirales,Herelleviridae,Bastillevirus,188_0,Clustered,4,VC_188_0,4,0.112,0.99998461,0.112,1,2,1,1.0
200,Bacillus~phage~JBP901,Caudovirales,Myoviridae,Bc431virus,189_1,Clustered,2,VC_189_1,2,0.0362,0.9451051,0.0342,1,1,1,1.0
201,Bacillus~phage~JL,Caudovirales,Myoviridae,Cp51virus,217_0,Clustered,3,VC_217_0,3,0.6845,0.99225442,0.6792,1,1,1,1.0
202,Bacillus~phage~Kida,Caudovirales,Herelleviridae,Wphvirus,190_0,Clustered,12,VC_190_0,12,0.3818,1.0,0.3818,1,2,1,1.0
203,Bacillus~phage~MG-B1,Caudovirales,Podoviridae,Unassigned,187_0,Clustered,4,VC_187_0,4,0.677,0.99976889,0.6769,1,1,1,1.0
204,Bacillus~phage~Mater,Caudovirales,Herelleviridae,Unassigned,189_4,Clustered/Singleton,1,VC_189_4,1,0.0,1.0,0.0,1,1,1,1.0
205,Bacillus~phage~Megatron,Caudovirales,Myoviridae,Wphvirus,190_0,Clustered,12,VC_190_0,12,0.3818,1.0,0.3818,1,2,1,1.0
206,Bacillus~phage~Mgbh1,Caudovirales,Siphoviridae,Magadivirus,226_0,Clustered,2,VC_226_0,2,0.5971,0.85557782,0.5108,2,1,1,1.0
207,Bacillus~phage~Moonbeam,Caudovirales,Herelleviridae,Unassigned,189_3,Clustered/Singleton,1,VC_189_3,1,0.0,1.0,0.0,1,1,1,1.0
208,Bacillus~phage~Nemo,Caudovirales,Herelleviridae,Wphvirus,190_0,Clustered,12,VC_190_0,12,0.3818,1.0,0.3818,1,2,1,1.0
209,Bacillus~phage~Nigalana,Caudovirales,Herelleviridae,Wphvirus,190_0,Clustered,12,VC_190_0,12,0.3818,1.0,0.3818,1,2,1,1.0
210,Bacillus~phage~NotTheCreek,Caudovirales,Herelleviridae,Wphvirus,190_0,Clustered,12,VC_190_0,12,0.3818,1.0,0.3818,1,2,1,1.0
211,Bacillus~phage~PBC1,Caudovirales,Siphoviridae,Unassigned,218_0,Clustered,2,VC_218_0,2,0.2477,0.95321722,0.2361,1,1,1,1.0
212,Bacillus~phage~PM1,Caudovirales,Siphoviridae,Saundersvirus,228_0,Clustered,3,VC_228_0,3,0.2471,0.97475326,0.2409,3,1,1,0.6667
213,Bacillus~phage~Page,Caudovirales,Podoviridae,Pagevirus,76_0,Clustered,6,VC_76_0,6,0.9793,0.99999921,0.9793,1,1,1,1.0
214,Bacillus~phage~Palmer,Caudovirales,Podoviridae,Pagevirus,76_0,Clustered,6,VC_76_0,6,0.9793,0.99999921,0.9793,1,1,1,1.0
215,Bacillus~phage~Pascal,Caudovirales,Podoviridae,Pagevirus,76_0,Clustered,6,VC_76_0,6,0.9793,0.99999921,0.9793,1,1,1,1.0
216,Bacillus~phage~Pavlov,Caudovirales,Podoviridae,Pagevirus,76_0,Clustered,6,VC_76_0,6,0.9793,0.99999921,0.9793,1,1,1,1.0
217,Bacillus~phage~PfEFR-4,Caudovirales,Siphoviridae,Unassigned,213_0,Clustered,3,VC_213_0,3,0.251,0.99844648,0.2506,1,1,1,1.0
218,Bacillus~phage~PfEFR-5,Caudovirales,Siphoviridae,Unassigned,213_0,Clustered,3,VC_213_0,3,0.251,0.99844648,0.2506,1,1,1,1.0
219,Bacillus~phage~Phrodo,Caudovirales,Herelleviridae,Bequatrovirus,188_1,Clustered,5,VC_188_1,5,0.1345,0.99999976,0.1345,2,2,1,1.0
220,Bacillus~phage~Pony,Caudovirales,Podoviridae,Pagevirus,76_0,Clustered,6,VC_76_0,6,0.9793,0.99999921,0.9793,1,1,1,1.0
221,Bacillus~phage~Pookie,Caudovirales,Podoviridae,Pagevirus,76_0,Clustered,6,VC_76_0,6,0.9793,0.99999921,0.9793,1,1,1,1.0
222,Bacillus~phage~Riley,Caudovirales,Myoviridae,B4virus,188_1,Clustered,5,VC_188_1,5,0.1345,0.99999976,0.1345,2,2,1,1.0
223,Bacillus~phage~SIOphi,Caudovirales,Herelleviridae,Unassigned,189_6,Clustered/Singleton,1,VC_189_6,1,0.0,1.0,0.0,1,1,1,1.0
224,Bacillus~phage~SP-15,Caudovirales,Myoviridae,Thornevirus,185_2,Clustered/Singleton,1,VC_185_2,1,0.0,1.0,0.0,1,1,1,1.0
225,Bacillus~phage~SageFayge,Caudovirales,Herelleviridae,Wphvirus,190_0,Clustered,12,VC_190_0,12,0.3818,1.0,0.3818,1,2,1,1.0
226,Bacillus~phage~SalinJah,Caudovirales,Herelleviridae,Wphvirus,190_1,Clustered,4,VC_190_1,4,0.0818,0.99919487,0.0817,1,2,1,1.0
227,Bacillus~phage~Shanette,Caudovirales,Myoviridae,Cp51virus,217_0,Clustered,3,VC_217_0,3,0.6845,0.99225442,0.6792,1,1,1,1.0
228,Bacillus~phage~Shbh1,Caudovirales,Myoviridae,Shalavirus,189_7,Clustered/Singleton,1,VC_189_7,1,0.0,1.0,0.0,1,1,1,1.0
229,Bacillus~phage~Slash,Caudovirales,Siphoviridae,Slashvirus,233_0,Clustered,4,VC_233_0,4,0.999,0.89435023,0.8934,1,1,1,1.0
230,Bacillus~phage~Spock,Caudovirales,Myoviridae,B4virus,188_3,Clustered/Singleton,1,VC_188_3,1,0.0,1.0,0.0,1,1,1,1.0
231,Bacillus~phage~Stahl,Caudovirales,Siphoviridae,Slashvirus,233_0,Clustered,4,VC_233_0,4,0.999,0.89435023,0.8934,1,1,1,1.0
232,Bacillus~phage~Staley,Caudovirales,Siphoviridae,Slashvirus,233_0,Clustered,4,VC_233_0,4,0.999,0.89435023,0.8934,1,1,1,1.0
233,Bacillus~phage~Stills,Caudovirales,Siphoviridae,Slashvirus,233_0,Clustered,4,VC_233_0,4,0.999,0.89435023,0.8934,1,1,1,1.0
234,Bacillus~phage~Stitch,Caudovirales,Podoviridae,Unassigned,187_0,Clustered,4,VC_187_0,4,0.677,0.99976889,0.6769,1,1,1,1.0
235,Bacillus~phage~TP21-L,Caudovirales,Siphoviridae,Tp21virus,214_0,Clustered,2,VC_214_0,2,0.755,0.87921671,0.6639,1,1,1,1.0
236,Bacillus~phage~Troll,Caudovirales,Myoviridae,B4virus,188_1,Clustered,5,VC_188_1,5,0.1345,0.99999976,0.1345,2,2,1,1.0
237,Bacillus~phage~TsarBomba,Caudovirales,Myoviridae,Tsarbombavirus,189_10,Clustered,3,VC_189_10,3,0.0815,0.99847548,0.0813,1,1,1,1.0
238,Bacillus~phage~VMY22,Caudovirales,Podoviridae,Unassigned,66_0,Clustered,4,VC_66_0,4,0.4208,0.99669842,0.4194,2,1,1,1.0
239,Bacillus~phage~W.Ph.,Caudovirales,Myoviridae,Wphvirus,190_1,Clustered,4,VC_190_1,4,0.0818,0.99919487,0.0817,1,2,1,1.0
240,Bacillus~phage~Wip1,Kalamavirales,Tectiviridae,Betatectivirus,210_0,Clustered,4,VC_210_0,4,1.0,1.0,1.0,1,1,1,1.0
241,Bacillus~phage~Zuko,Caudovirales,Herelleviridae,Wphvirus,190_0,Clustered,12,VC_190_0,12,0.3818,1.0,0.3818,1,2,1,1.0
242,Bacillus~phage~phiNIT1,Caudovirales,Myoviridae,Nit1virus,189_8,Clustered,2,VC_189_8,2,0.0457,0.95225999,0.0436,1,1,1,1.0
243,Bacillus~phage~vB_BanS-Tsamsa,Caudovirales,Siphoviridae,Unassigned,193_5,Clustered/Singleton,1,VC_193_5,1,0.0,1.0,0.0,1,1,1,1.0
244,Bacillus~phage~vB_BceM_Bc431v3,Caudovirales,Myoviridae,Bc431virus,189_2,Clustered,4,VC_189_2,4,0.1159,0.99997291,0.1159,1,1,1,0.8333
245,Bacillus~phage~vB_BceS-MY192,Caudovirales,Siphoviridae,Unassigned,213_0,Clustered,3,VC_213_0,3,0.251,0.99844648,0.2506,1,1,1,1.0
246,Bacillus~phage~vB_BhaS-171,Caudovirales,Siphoviridae,Unassigned,236_0,Clustered,3,VC_236_0,3,0.079,0.99451308,0.0786,1,2,2,1.0
247,Bacillus~phage~vB_BmeM-Goe8,Caudovirales,Herelleviridae,Unassigned,189_5,Clustered/Singleton,1,VC_189_5,1,0.0,1.0,0.0,1,1,1,1.0
248,Bacillus~phage~vB_BsuM-Goe3,Caudovirales,Herelleviridae,Nitunavirus,189_9,Clustered,2,VC_189_9,2,0.0439,0.95245575,0.0418,1,1,1,1.0
249,Bacillus~phage~vB_BtS_B83,Caudovirales,Siphoviridae,Unassigned,215_0,Clustered,2,VC_215_0,2,0.5453,0.94576375,0.5157,1,1,1,1.0
250,Bacillus~phage~vB_BtS_BMBtp14,Caudovirales,Siphoviridae,Unassigned,215_0,Clustered,2,VC_215_0,2,0.5453,0.94576375,0.5157,1,1,1,1.0
251,Bacillus~virus~1,Caudovirales,Myoviridae,Svunavirus,144_0,Clustered,2,VC_144_0,2,0.4653,0.94308877,0.4388,1,1,1,1.0
252,Bacillus~virus~AP50,Kalamavirales,Tectiviridae,Betatectivirus,210_0,Clustered,4,VC_210_0,4,1.0,1.0,1.0,1,1,1,1.0
253,Bacillus~virus~Andromeda,Caudovirales,Siphoviridae,Andromedavirus,229_0,Clustered,8,VC_229_0,8,0.9991,0.99976047,0.9989,1,1,1,1.0
254,Bacillus~virus~B103,Caudovirales,Podoviridae,Phi29virus,66_0,Clustered,4,VC_66_0,4,0.4208,0.99669842,0.4194,2,1,1,1.0
255,Bacillus~virus~BM15,Caudovirales,Myoviridae,Bc431virus,189_2,Clustered,4,VC_189_2,4,0.1159,0.99997291,0.1159,1,1,1,0.8333
256,Bacillus~virus~BMBtp2,Caudovirales,Siphoviridae,Tp21virus,214_0,Clustered,2,VC_214_0,2,0.755,0.87921671,0.6639,1,1,1,1.0
257,Bacillus~virus~Blastoid,Caudovirales,Siphoviridae,Andromedavirus,229_0,Clustered,8,VC_229_0,8,0.9991,0.99976047,0.9989,1,1,1,1.0
258,Bacillus~virus~Curly,Caudovirales,Siphoviridae,Andromedavirus,229_0,Clustered,8,VC_229_0,8,0.9991,0.99976047,0.9989,1,1,1,1.0
259,Bacillus~virus~Eoghan,Caudovirales,Siphoviridae,Andromedavirus,229_0,Clustered,8,VC_229_0,8,0.9991,0.99976047,0.9989,1,1,1,1.0
260,Bacillus~virus~Finn,Caudovirales,Siphoviridae,Andromedavirus,229_0,Clustered,8,VC_229_0,8,0.9991,0.99976047,0.9989,1,1,1,1.0
261,Bacillus~virus~G,Caudovirales,Myoviridae,Unassigned,185_3,Clustered/Singleton,1,VC_185_3,1,0.0,1.0,0.0,1,1,1,1.0
262,Bacillus~virus~GA1,Caudovirales,Podoviridae,Phi29virus,66_0,Clustered,4,VC_66_0,4,0.4208,0.99669842,0.4194,2,1,1,1.0
263,Bacillus~virus~Glittering,Caudovirales,Siphoviridae,Andromedavirus,229_0,Clustered,8,VC_229_0,8,0.9991,0.99976047,0.9989,1,1,1,1.0
264,Bacillus~virus~PBS1,Caudovirales,Myoviridae,Unassigned,186_0,Clustered,2,VC_186_0,2,0.8104,0.72985431,0.5915,1,1,1,1.0
265,Bacillus~virus~Riggi,Caudovirales,Siphoviridae,Andromedavirus,229_0,Clustered,8,VC_229_0,8,0.9991,0.99976047,0.9989,1,1,1,1.0
266,Bacillus~virus~SPO1,Caudovirales,Myoviridae,Spo1virus,192_0,Clustered,2,VC_192_0,2,0.328,0.95507566,0.3132,1,1,1,1.0
267,Bacillus~virus~SPbeta,Caudovirales,Siphoviridae,Spbetavirus,193_2,Clustered/Singleton,1,VC_193_2,1,0.0,1.0,0.0,1,1,1,1.0
268,Bacillus~virus~Taylor,Caudovirales,Siphoviridae,Andromedavirus,229_0,Clustered,8,VC_229_0,8,0.9991,0.99976047,0.9989,1,1,1,1.0
269,Bacillus~virus~Wbeta,Caudovirales,Siphoviridae,Wbetavirus,212_0,Clustered,3,VC_212_0,3,0.3467,0.99818938,0.346,1,1,1,1.0
270,Bacillus~virus~phi29,Caudovirales,Podoviridae,Phi29virus,66_0,Clustered,4,VC_66_0,4,0.4208,0.99669842,0.4194,2,1,1,1.0
271,Bacteriophage~APSE-2,Caudovirales,Podoviridae,Unassigned,241_0,Clustered,2,VC_241_0,2,0.115,0.95349943,0.1096,1,1,1,1.0
272,Bacteriophage~sp.,Unassigned,Unassigned,Unassigned,18_0,Clustered,20,VC_18_0,20,0.8174,1.0,0.8174,2,2,2,1.0
273,Bacteroides~phage~B124-14,Caudovirales,Siphoviridae,Unassigned,221_0,Clustered,5,VC_221_0,5,0.431,0.99999981,0.431,1,2,2,1.0
274,Bacteroides~phage~B40-8,Caudovirales,Siphoviridae,Unassigned,221_0,Clustered,5,VC_221_0,5,0.431,0.99999981,0.431,1,2,2,1.0
275,Bdellovibrio~phage~phiMH2K,Petitvirales,Microviridae,Bdellomicrovirus,251_0,Clustered,5,VC_251_0,5,0.7932,0.99991169,0.7931,2,1,1,1.0
276,Bifidobacterium~phage~BadAargau2,Caudovirales,Podoviridae,Unassigned,67_0,Clustered,2,VC_67_0,2,0.4865,0.93803573,0.4564,1,1,1,1.0
277,Bifidobacterium~phage~BadAztec1,Caudovirales,Podoviridae,Unassigned,67_0,Clustered,2,VC_67_0,2,0.4865,0.93803573,0.4564,1,1,1,1.0
278,Brevibacillus~phage~Abouo,Caudovirales,Myoviridae,Abouovirus,234_0,Clustered,5,VC_234_0,5,0.7749,0.9999998,0.7749,2,1,1,1.0
279,Brevibacillus~phage~Davies,Caudovirales,Myoviridae,Abouovirus,234_0,Clustered,5,VC_234_0,5,0.7749,0.9999998,0.7749,2,1,1,1.0
280,Brevibacillus~phage~Jenst,Caudovirales,Siphoviridae,Jenstvirus,185_1,Clustered/Singleton,1,VC_185_1,1,0.0,1.0,0.0,1,1,1,1.0
281,Brevibacillus~phage~Jimmer1,Caudovirales,Myoviridae,Jimmervirus,234_0,Clustered,5,VC_234_0,5,0.7749,0.9999998,0.7749,2,1,1,1.0
282,Brevibacillus~phage~Jimmer2,Caudovirales,Myoviridae,Jimmervirus,234_0,Clustered,5,VC_234_0,5,0.7749,0.9999998,0.7749,2,1,1,1.0
283,Brevibacillus~phage~Osiris,Caudovirales,Myoviridae,Jimmervirus,234_0,Clustered,5,VC_234_0,5,0.7749,0.9999998,0.7749,2,1,1,1.0
284,Brevibacillus~phage~Sundance,Caudovirales,Siphoviridae,Unassigned,193_6,Clustered/Singleton,1,VC_193_6,1,0.0,1.0,0.0,1,1,1,1.0
285,Brevibacterium~phage~LuckyBarnes,Caudovirales,Siphoviridae,Luckybarnesvirus,165_0,Clustered,3,VC_165_0,3,0.398,0.99773584,0.3971,2,2,2,1.0
286,Brucella~phage~Pr,Caudovirales,Podoviridae,Prtbvirus,262_0,Clustered,2,VC_262_0,2,0.843,0.93733875,0.7902,1,1,1,1.0
287,Brucella~phage~Tb,Caudovirales,Podoviridae,Prtbvirus,262_0,Clustered,2,VC_262_0,2,0.843,0.93733875,0.7902,1,1,1,1.0
288,Burkholderia~phage~Bcep176,Caudovirales,Siphoviridae,Stanholtvirus,260_0,Clustered,5,VC_260_0,5,0.4232,0.99999994,0.4232,2,1,1,1.0
289,Burkholderia~phage~BcepNazgul,Caudovirales,Siphoviridae,Nazgulvirus,19_0,Clustered,7,VC_19_0,7,0.1359,0.99968088,0.1358,3,2,2,1.0
290,Burkholderia~phage~Bp-AMP1,Caudovirales,Autographiviridae,Ampunavirus,92_0,Clustered,19,VC_92_0,19,0.4231,1.0,0.4231,14,1,1,1.0
291,Burkholderia~phage~JG068,Caudovirales,Autographiviridae,Mguuvirus,92_0,Clustered,19,VC_92_0,19,0.4231,1.0,0.4231,14,1,1,1.0
292,Burkholderia~phage~KL3,Caudovirales,Myoviridae,Tigrvirus,121_0,Clustered,45,VC_121_0,45,0.8177,1.0,0.8177,15,2,2,1.0
293,Burkholderia~phage~KS10,Caudovirales,Myoviridae,Unassigned,278_0,Clustered,3,VC_278_0,3,0.1671,0.9911332,0.1656,1,2,2,1.0
294,Burkholderia~phage~KS14,Caudovirales,Myoviridae,Kisquattuordecimvirus,121_0,Clustered,45,VC_121_0,45,0.8177,1.0,0.8177,15,2,2,1.0
295,Burkholderia~phage~KS5,Caudovirales,Myoviridae,Kisquinquevirus,121_0,Clustered,45,VC_121_0,45,0.8177,1.0,0.8177,15,2,2,1.0
296,Burkholderia~phage~KS9,Caudovirales,Siphoviridae,Stanholtvirus,260_0,Clustered,5,VC_260_0,5,0.4232,0.99999994,0.4232,2,1,1,1.0
297,Burkholderia~phage~ST79,Caudovirales,Myoviridae,Nampongvirus,121_0,Clustered,45,VC_121_0,45,0.8177,1.0,0.8177,15,2,2,1.0
298,Burkholderia~phage~phiE125,Caudovirales,Siphoviridae,E125virus,282_0,Clustered,3,VC_282_0,3,1.0,1.0,1.0,2,2,2,1.0
299,Burkholderia~phage~vB_BceM_AP3,Caudovirales,Myoviridae,Peduovirus,121_0,Clustered,45,VC_121_0,45,0.8177,1.0,0.8177,15,2,2,1.0
300,Burkholderia~phage~vB_BceS_AH2,Caudovirales,Siphoviridae,Ahduovirus,19_0,Clustered,7,VC_19_0,7,0.1359,0.99968088,0.1358,3,2,2,1.0
301,Burkholderia~phage~vB_BceS_KL1,Caudovirales,Siphoviridae,Septima3virus,1_0,Clustered,13,VC_1_0,13,0.699,1.0,0.699,5,2,2,1.0
302,Burkholderia~phage~vB_BmuP_KL4,Caudovirales,Podoviridae,Kelquatrovirus,240_0,Clustered,2,VC_240_0,2,0.1928,0.95012223,0.1831,2,1,1,1.0
303,Burkholderia~virus~Bcep1,Caudovirales,Myoviridae,Bcep78virus,38_0,Clustered,4,VC_38_0,4,0.7479,0.99976889,0.7478,1,1,1,1.0
304,Burkholderia~virus~Bcep22,Caudovirales,Podoviridae,Bcep22virus,284_0,Clustered,4,VC_284_0,4,0.6296,0.99997501,0.6296,1,1,1,1.0
305,Burkholderia~virus~Bcep43,Caudovirales,Myoviridae,Bcep78virus,38_0,Clustered,4,VC_38_0,4,0.7479,0.99976889,0.7478,1,1,1,1.0
306,Burkholderia~virus~Bcep781,Caudovirales,Myoviridae,Bcep78virus,38_0,Clustered,4,VC_38_0,4,0.7479,0.99976889,0.7478,1,1,1,1.0
307,Burkholderia~virus~BcepC6B,Caudovirales,Podoviridae,Bpp1virus,240_0,Clustered,2,VC_240_0,2,0.1928,0.95012223,0.1831,2,1,1,1.0
308,Burkholderia~virus~BcepF1,Caudovirales,Myoviridae,Pbunavirus,272_0,Clustered,6,VC_272_0,6,0.0828,0.68411725,0.0566,4,1,1,0.8667
309,Burkholderia~virus~BcepNY3,Caudovirales,Myoviridae,Bcep78virus,38_0,Clustered,4,VC_38_0,4,0.7479,0.99976889,0.7478,1,1,1,1.0
310,Burkholderia~virus~Bcepil02,Caudovirales,Podoviridae,Bcep22virus,284_0,Clustered,4,VC_284_0,4,0.6296,0.99997501,0.6296,1,1,1,1.0
311,Burkholderia~virus~Bcepmigl,Caudovirales,Podoviridae,Bcep22virus,284_0,Clustered,4,VC_284_0,4,0.6296,0.99997501,0.6296,1,1,1,1.0
312,Burkholderia~virus~DC1,Caudovirales,Podoviridae,Bcep22virus,284_0,Clustered,4,VC_284_0,4,0.6296,0.99997501,0.6296,1,1,1,1.0
313,Burkholderia~virus~phi1026b,Caudovirales,Siphoviridae,E125virus,260_0,Clustered,5,VC_260_0,5,0.4232,0.99999994,0.4232,2,1,1,1.0
314,Burkholderia~virus~phi52237,Caudovirales,Myoviridae,P2virus,121_0,Clustered,45,VC_121_0,45,0.8177,1.0,0.8177,15,2,2,1.0
315,Burkholderia~virus~phi6442,Caudovirales,Siphoviridae,E125virus,260_0,Clustered,5,VC_260_0,5,0.4232,0.99999994,0.4232,2,1,1,1.0
316,Burkholderia~virus~phiE122,Caudovirales,Myoviridae,P2virus,121_0,Clustered,45,VC_121_0,45,0.8177,1.0,0.8177,15,2,2,1.0
317,Burkholderia~virus~phiE125,Caudovirales,Siphoviridae,E125virus,260_0,Clustered,5,VC_260_0,5,0.4232,0.99999994,0.4232,2,1,1,1.0
318,Burkholderia~virus~phiE202,Caudovirales,Myoviridae,P2virus,121_0,Clustered,45,VC_121_0,45,0.8177,1.0,0.8177,15,2,2,1.0
319,Campylobacter~phage~CP30A,Caudovirales,Myoviridae,Cp8virus,290_0,Clustered,6,VC_290_0,6,0.8943,0.99999999,0.8943,2,1,1,1.0
320,Campylobacter~phage~PC14,Caudovirales,Myoviridae,Fletchervirus,290_0,Clustered,6,VC_290_0,6,0.8943,0.99999999,0.8943,2,1,1,1.0
321,Campylobacter~phage~vB_CjeM_Los1,Caudovirales,Myoviridae,Fletchervirus,290_0,Clustered,6,VC_290_0,6,0.8943,0.99999999,0.8943,2,1,1,1.0
322,Campylobacter~virus~CP21,Caudovirales,Myoviridae,Cp220virus,291_0,Clustered,4,VC_291_0,4,0.7477,0.99996131,0.7476,1,1,1,1.0
